"PandaController_2019_08_11__07_01_34__167287bmkjfhvdsr","PandaController_2019_08_11__10_10_43__250306cvcprkltop","PandaController_2019_08_11__13_45_46__354170jcioekpclq","PandaController_2019_08_11__14_55_37__193981fngriaooyz","PandaController_2019_08_11__12_03_01__058111emnvivnqzc","Mean_over_grasps","Std_over_grasps"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","2.0","0.4","0.8"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","2.0","0.4","0.8"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","2.0","0.4","0.8"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","1.0","0.0","0.0","0.2","0.4000000000000001"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","2.0","0.4","0.8"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","2.0","0.4","0.8"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","1.0","0.2","0.4"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0"
